가맹점명,소재지도로명주소,카테고리,메뉴
순남시래기메세나폴리스점,서울특별시 마포구 양화로 45,"백반,가정식",
순대싸롱,서울특별시 마포구 백범로 96,,
순대일번지,서울특별시 마포구 월드컵로 117,,
순만골,서울특별시 마포구 와우산로21길 28-7,,
순복권,서울특별시 마포구 독막로 71,,
순이네 떡.튀.순,서울특별시 마포구 백범로 68,종합분식,
순이네아들,서울특별시 마포구 어울마당로5길 50,,
순이네칼국수,서울특별시 마포구 대흥로 114-1,"칼국수,만두","김치찌개: 8,000원; 청국장: 8,000원; 동태탕: 8,000원; 바지락칼국수: 8,000원; 수제비: 8,000원; 콩국수: 8,000원; 칼제비: 8,000원; 들깨칼국수: 8,000원; 들깨수제비: 8,000원; 육개장칼국수: 8,000원"
송백,서울특별시 마포구 마포대로 196,"찌개,전골","송백부대찌개(밥.라면 무한리필): 10,000원; 옛날계란말이: 맛과 사이즈 모두 짱!; 모듬철판구이: 스테이크(300g)....30,000 햄,소세지,베이컨...각8,000"
송여사칼국수,서울특별시 마포구 망원로 67,"칼국수,만두",
송이네,서울특별시 마포구 포은로8길 21,,
송추가마골 인 어반,서울특별시 마포구 성암로 267,,
송추가마골마포지점,서울특별시 마포구 독막로 311,"육류,고기요리",
송탄부대찌개,서울특별시 마포구 월드컵북로42다길 28,"찌개,전골","부대찌개: 부대찌개와 공기밥포함; 베이컨.소세지볶음: 25,000원; 우삼겹사리: 7,000원; 소시지사리: 5,000원; 떡사리: 5,000원; 라면사리: 1,000원"
솥돼가,서울특별시 마포구 굴레방로9길 35,"육류,고기요리","삼겹살: 15,000원; 차돌박이: 15,000원; 우삼겹: 15,000원; 김치찌개: 8,000원; 순두부: 8,000원"
솥뚜껑삼겹살,서울특별시 마포구 성암로3길 15,,
솥밥삼겹살,서울특별시 마포구 도화길 6-3,,
솥솥,서울특별시 마포구 동교로38길 35,"육류,고기요리",
쇼부라멘 상암월드컵경기장점,서울특별시 마포구 월드컵로 240,일본식라면,"쇼유라멘: 8,000원; 미소라멘: 8,000원; 돈코츠라멘: 9,000원; 탄탄멘: 아주매운맛/덜매운맛; 냉모밀소바: 8,000원; 돈카츠덮밥: 9,000원; 불고기덮밥: 9,000원; 치킨덮밥: 9,000원; 새우튀김덮밥: 10,000원; 연어덮밥: 12,000원; 돈카츠카레: 9,000원; 고로케카레: 9,000원; 새우튀김카레: 10,000원; 모듬카츠카레: 돈카츠1+고로케1+새우튀김1; 등심돈카츠: 9,000원"
쇼츠,서울특별시 마포구 월드컵북로 402,중식당,
쇼콜라윰,서울특별시 마포구 월드컵북로7길 76-14,케이크전문,"딸기케이크 미니: 25,000원; 딸기케이크 1호: 36,000원; 딸기케이크 2호: 46,000원; 딸기케이크 3호: 58,000원"
쇼킹,서울특별시 마포구 성미산로 7,"방송프로그램제작,공급",
쇼트(SHOT),서울특별시 마포구 매봉산로2길 75,열처리,
수노푸드,서울특별시 마포구 와우산로23길 15,한식,
수더분,서울특별시 마포구 백범로 152,베이커리,
수라간,서울특별시 마포구 동교로38안길 3,,
수린각,서울특별시 마포구 큰우물로 75,,
수부니흐,서울특별시 마포구 동교로38길 35,양식,
수빈소머리곰탕,서울특별시 마포구 백범로 169-23,"곰탕,설렁탕","소머리곰탕: 9,000원; 소머리수육: 48,000원; 구둘장 솥뚜껑 생등심: 50,000원; 구둘장 솥뚜껑 삼겹살: 13,000원"
수빈이네 분식,서울특별시 마포구 월드컵북로 179,,
수상한 키친,서울특별시 마포구 성미산로 190-31,일식당,"다시마숙성연어: 다시마와 청주를 이용해 숙성시켜 연어의 감칠맛을 최대로 끌어낸 사시미; 그라브락스연어: 북유럽식 숙성방법을 적용하여 연어회로 풀어낸 수상한 키친의 대표메뉴 7가지 각종 허브와 양념을 이용하여 최고의 조합을 보여줍니다!; 반반연어: 다시마 숙성 연어도 먹고 싶고 그라브락스도 먹고싶다면? 두말할것없이 반반연어지!; 연어마요: 다른곳에선 맛 볼 수 없는 특제 로제소스를 뿌리고 불맛을 입혀낸 특별한 아부리 지라시 스시; 연어지라시스시: 다시마 숙성을 거친 연어와 달콤한 일본식 계란말이, 수상한키친만의 특제 간장이 완벽한 조화를 이루는 떠먹는 연어 지라시 스시; 수상한연어누들: 입짧은햇님도 반한 수상한키친의 연어국수 연어누들!; 수제치킨가라아게: 굳이 설명이 필요없는 베스트셀러!; 새우튀김: 바삭바삭 겉바속촉의 정석 새우튀김 4피스; 브륄레연유크림새우: 바삭한 새우튀김에 달콤한 연유크림소스!; 타코야끼: 6,000원"
수상한 파스타,서울특별시 마포구 마포대로 49,일식당,"다시마숙성연어: 다시마와 청주를 이용해 숙성시켜 연어의 감칠맛을 최대로 끌어낸 사시미; 그라브락스연어: 북유럽식 숙성방법을 적용하여 연어회로 풀어낸 수상한 키친의 대표메뉴 7가지 각종 허브와 양념을 이용하여 최고의 조합을 보여줍니다!; 반반연어: 다시마 숙성 연어도 먹고 싶고 그라브락스도 먹고싶다면? 두말할것없이 반반연어지!; 연어마요: 다른곳에선 맛 볼 수 없는 특제 로제소스를 뿌리고 불맛을 입혀낸 특별한 아부리 지라시 스시; 연어지라시스시: 다시마 숙성을 거친 연어와 달콤한 일본식 계란말이, 수상한키친만의 특제 간장이 완벽한 조화를 이루는 떠먹는 연어 지라시 스시; 수상한연어누들: 입짧은햇님도 반한 수상한키친의 연어국수 연어누들!; 수제치킨가라아게: 굳이 설명이 필요없는 베스트셀러!; 새우튀김: 바삭바삭 겉바속촉의 정석 새우튀김 4피스; 브륄레연유크림새우: 바삭한 새우튀김에 달콤한 연유크림소스!; 타코야끼: 6,000원"
아가르타 델라 갤러리,서울특별시 마포구 와우산로17길 19-22,,
아고야,서울특별시 마포구 월드컵북로 352-14,소고기구이,
아구,서울특별시 마포구 도화길 45-1,,
아구나라,서울특별시 마포구 월드컵북로 192,,
아구듬뿍 알곤마니,서울특별시 마포구 광성로 33,,
아궁이,서울특별시 마포구 마포대로 33,,
아날로그 하우스,서울특별시 마포구 성미산로23안길 19,,
아날로그가든,서울특별시 마포구 동교로 145,카페,
아날로그키친 연남동 홍대입구역점,서울특별시 마포구 월드컵북로2길 93,요리주점,"한우 육회: 갓성비의 질 좋은 국내산 100% 냉장 한우 육회입니당; 연어 사시미: 신선한 연어 사시미; 꼬치 세트: 부산 60년 전통의 수제 어묵; 한우 타다끼: 소고기 타다끼; 문어 숙회: 19,900원; 연어&육회: 베스트 조합 두툼하고 신선한 연어사시미와 국내산 냉장 한우 육회; 연어&육사시미: 두툼하고 신선한 연어와 고퀄의 국내산 냉장 한우 육사시미; 육사시미 스페셜: 한우 육사시미; 골뱅이소면: 18,000원; 고등어구이: 18,000원; 삼치구이: 18,000원; 가라아게&감자튀김: 16,900원; 오징어튀김: 16,900원; 어묵당 떡볶이: 15,000원; 먹태: 15,000원"
아노브 주식회사,서울특별시 마포구 동교로 267,,
아니키,서울특별시 마포구 어울마당로5길 47,요리주점,"모듬야끼: 숙성한우암소200g 새우2,관자4,오징어한마리 모듬야채; 미나리토리나베: 주인장이 일본유학시절 즐겨먹던 센다이 명물 세리나베의 아니키버젼!!; 한우 부채살 나베: 25,000원; 얼큰오뎅탕: 20,000원; 소이갈릭 치킨마요: 19,000원; 명란감자그라탕: 19,000원; 카니미소: 15,000원; 카니미소리조토: 13,000원; 카니미소우동: 13,000원; 명란크림우동: 12,000원; 명란오일파스타: 12,000원; 나폴리탄스파게티: 12,000원; 야끼소바: 12,000원; 수제가라아게: 11,000원; 안심가츠: 9,900원"
아델라이,서울특별시 마포구 백범로37길 26,주택,
아뜨뜨,서울특별시 마포구 동교로38길 42-5,한식,"꼬막 게장 솥밥: 남도 꼬막 무침과 양념 게장, 미나리를 올린 솥밥; 돌문어 솥밥: 돌문어 숙회와 특제소스를 곁들인 솥밥; 전복 솥밥: 향채와 청주로 부드럽게 익힌 전복 솥밥; 언양식 불고기 솥밥: 특제소스에 장시간 재워 구워낸 불고기 솥밥; 동파육 솥밥: 향신료를 넣어 반나절 조린 수육 솥밥; 소고기 솥밥: 부채살을 살짝 구워 올린 솥밥; 도미 버터 솥밥: 담백한 도미살과 조림무를 얹은 솥밥; 돼지꼬리찜(중): 저온습식으로 브레이징한 꼬리찜; 불돼지꼬리찜(중): 저온습식으로 브레이징한 매콤한 꼬리찜; 등뼈구이(중): 매콤 달콤하게 조리한 뼈구이"
아띠네(Attine),서울특별시 마포구 와우산로 39-11,,
아라마크 주식회사,서울특별시 마포구 마포대로 137,한식,
아라마크주식회사,서울특별시 마포구 마포대로 137,한식,
아라치(신촌점),서울특별시 마포구 서강로9길 17,,
아라치(홍대점),서울특별시 마포구 어울마당로 126-1,,
아라코(주)전북테크노파크지점,서울특별시 마포구 마포대로 137,,
아로(aro),서울특별시 마포구 동교로8길 39,종합도소매,
아로하 (aroha),서울특별시 마포구 대흥로 184-2,게스트하우스,
아리랑,서울특별시 마포구 동교로 156,"육류,고기요리","한우꽃등심: 프리미엄 암소한우를 파격적인 가격으로 선보이는 우수한 갈빗살; 숯불왕생갈비: 58,000원; 숯불왕양념갈비: 52,000원; 소갈비찜솥밥한상: 부드러운 갈비찜과 갓지은 솥밥으로 푸짐하고 든든한 한상; 한우불고기 도시락: 아리랑 VIP도시락; 전복한우불고기도시락: 아리랑 VIP도시락; 전복장어구이도시락: 아리랑 VIP도시락; 한우샤토브리앙( 사전예약): 미경산(未經産) 암소한우 생갈비 : 50개월령 미만의 미경산우; 한우살치살: 75,000원; 한우안창살: 72,000원; 매운치즈 소갈비찜 솥밥한상: 치즈가 올라갑니다~; [한정]간장게장한상 , 양념게장한상: [한정메뉴]국내산 봄철 금꽃게로 직접 만든 아리랑 대표메뉴!; 보리굴비한상: 손이 많이 가는 전통방식으로 직접 만드는 '단골고객'만 아는 보리굴비; 전복특갈비탕: 전채요리로 샐러드와 탕평채(혹은 잡채)를 제공합니다. 영양가높은 전복솥밥을 메인으로 국내산 우리재료로 만든 반찬과 직접담근 김치로 근사한 한상을 차립니다.; 특갈비탕: 23,000원"
아리랑숯불갈비,서울특별시 마포구 잔다리로 45,"육류,고기요리","돼지왕갈비: 오랜 시간 고객의 칭찬을 받는 아리랑 명품 왕갈비입니다.; 삼겹살: 멍품으로 회자된 아리랑삼겹살입니다. 지금도 마니아 고객께서 열성으로 찾아주십니다.; 소갈비: 아리랑 양념소갈비입니다. 뛰어난 가성비로 고객의 사랑을 받고 이습니다.; 갈비살: 변동; 생고기김치찌개전골: 변동; 명품한우육회비빔밥: 변동; LA갈비: 변동; 갈비탕: 변동; 말아먹는된장찌개(차돌된장찌개): 변동; 김치찌개: 변동; 물냉면: 변동; 비빔냉면: 변동; 뚝배기버섯불고기(점심특선): 10,000원; 후식물냉면: 변동; 후식비빔냉면: 변동"
씨제이 푸드빌(주)-주스솔루션 상암E&M점,서울특별시 마포구 상암산로 66,,
씨제이푸드빌(주)계절밥상 합정역점,서울특별시 마포구 월드컵로1길 14,,
씨제이푸드빌(주)계절밥상공덕해링턴점,서울특별시 마포구 마포대로 92,,
씨제이프레시웨이(주),서울특별시 마포구 월드컵북로54길 25,기업,
씨클로,서울특별시 마포구 포은로 72,아시아음식,"분보훼 (족발 쌀국수): 13,000원; 짜조: 5,000원; 베트남버블밀크티/베트남혹당밀크티: 8,000원; 분팃느엉(돼지고기 숯불 비빔국수): 10,500원; (퍼 보 ) 양지 쌀국수: 12,000원; 분짜: 13,500원; 공심채볶음: 10,000원; 반미(돼지숯불구이): 9,000원; 반쎄오: 14,000원; 돼지고기쌀국수: 12,000원; 해산물쌀국수: 12,000원; 돼지갈비 덮밥: 12,000원; 해산물볶음밥: 11,000원; 짜조/스프링롤: 5,000원; 러우보(소): 45,000원"
씨푸드살롱마레스타,서울특별시 마포구 월드컵북로4길 15,,
씨저스키친 유한회사,서울특별시 마포구 독막로28길 10,,
씨제이 푸드빌(주),서울특별시 마포구 월드컵로1길 14,기업,
씨제이 푸드빌(주) / 제일제면소 상암홈플,서울특별시 마포구 월드컵로 240,,
씨제이 푸드빌(주) 더플레이스 합정역점,서울특별시 마포구 월드컵로1길 14,,
씨제이 푸드빌(주) 빕스 공덕해링턴점,서울특별시 마포구 마포대로 92,,
씨제이 푸드빌(주)빕스홍대YZ파크점,서울특별시 마포구 양화로 176,,
씨유공덕푸르지오점,서울특별시 마포구 마포대로 156,,
씨유마포망원점,서울특별시 마포구 월드컵로31길 11,편의점,
씨유마포애오개,서울특별시 마포구 마포대로16길 4,편의점,
씨유마포합정점,서울특별시 마포구 희우정로 51,편의점,
씨유망원2동점,서울특별시 마포구 방울내로 38,편의점,
씨유상암누리꿈점,서울특별시 마포구 월드컵북로 396,편의점,
씨유상암오벨리스크2차점,서울특별시 마포구 월드컵북로 481,편의점,
씨유서교타워점,서울특별시 마포구 양화로 133,편의점,
씨유신촌까사빌점,서울특별시 마포구 서강로 135,편의점,
씨유신촌아이비점,서울특별시 마포구 서강로 136,,
씨유이대역점,서울특별시 마포구 숭문길 214,,
씨유합정태양점,서울특별시 마포구 양화로6길 67,,
씨유홍대3호점,서울특별시 마포구 와우산로29길 16,편의점,
씨유홍대거리점,서울특별시 마포구 어울마당로 35,편의점,
씨유홍대한벗점,서울특별시 마포구 와우산로23길 14,편의점,
씨유홍익인간점,서울특별시 마포구 양화로 183,편의점,
씨유 상암 푸르지오점,서울특별시 마포구 월드컵북로54길 25,편의점,
씨유 상암YTN사옥점,서울특별시 마포구 상암산로 76,편의점,
씨유 상암스위트점,서울특별시 마포구 상암산로1길 77,편의점,
씨유 상암오벨리스크,서울특별시 마포구 구룡길 19,,
씨유 서강대원룸점,서울특별시 마포구 백범로 64,편의점,
씨유 서강대학사점,서울특별시 마포구 서강대길 12,편의점,
씨유 성산1동점,서울특별시 마포구 성산로6길 21,,
씨유 성산미래점,서울특별시 마포구 동교로19길 86,편의점,
씨유 성산아리랑점,서울특별시 마포구 월드컵북로 118,편의점,
씨유 성산진영점,서울특별시 마포구 월드컵북로 78,,
씨유 성산행복점,서울특별시 마포구 월드컵로26길 6,,
씨유 신마포강변점,서울특별시 마포구 마포대로4다길 18,편의점,
씨유 연남고가점,서울특별시 마포구 연남로 97,편의점,
씨유 연남꿈나무점,서울특별시 마포구 연남로3길 39,편의점,
씨유 용인송담대기숙사점,서울특별시 마포구 마포대로 137,,
씨유 용인송담대학생회관점,서울특별시 마포구 마포대로 137,편의점,
씨유 이대푸르지오점,서울특별시 마포구 신촌로 170,편의점,
씨유 재화스퀘어점,서울특별시 마포구 독막로 311,편의점,
씨유 중앙미디어사옥점,서울특별시 마포구 상암산로 48-6,편의점,
씨유 한강시민공원점,서울특별시 마포구 망원로 8,편의점,
씨유 합정몬스터점,서울특별시 마포구 어울마당로5길 42-5,편의점,
씨유 홍대서교점,서울특별시 마포구 와우산로29길 70,편의점,
씨유 홍대학사점,서울특별시 마포구 독막로19길 42-18,편의점,
씨유공덕삼성점,서울특별시 마포구 백범로37길 12,편의점,
쑥쑥김밥,서울특별시 마포구 마포대로 173,김밥,
쓰부,서울특별시 마포구 월드컵로 190,,
씨스터브레드,서울특별시 마포구 동교로52길 20-4,베이커리,
씨아이오버(Ci_OVER),서울특별시 마포구 마포대로8길 27,,
씨앤오푸드,서울특별시 마포구 모래내로9길 22,,
씨에이씨(C.A.C),서울특별시 마포구 동교로25길 23,,
씨엔지 (C&G),서울특별시 마포구 임정로 55,,
씨엘씨 (CLC),서울특별시 마포구 홍익로5안길 47,,
씨유 공덕래미안점,서울특별시 마포구 만리재옛길 66-1,편의점,
씨유 공덕한겨레2호점,서울특별시 마포구 효창목4길 3,편의점,
씨유 노고산창천점,서울특별시 마포구 고산길 54,편의점,
씨유 마포서강해모로점,서울특별시 마포구 토정로 165-9,편의점,
씨유 마포연남점,서울특별시 마포구 동교로 261-1,,
씨유 마포용강점,서울특별시 마포구 토정로 279-1,,
씨유 마포우성점,서울특별시 마포구 삼개로 35,편의점,
씨유 마포인텔리안점,서울특별시 마포구 마포대로 208,편의점,
씨유 마포자이3차,서울특별시 마포구 숭문길 98,편의점,
씨유 망원스카이점,서울특별시 마포구 희우정로 118,편의점,
씨유 망원월드컵점,서울특별시 마포구 망원로 95,편의점,
씨유 망원현대점,서울특별시 마포구 월드컵로29길 58,편의점,
우아한아구찜 마곡본점,서울특별시 강서구 강서로 391,"아귀찜,해물찜",
키노시타,서울특별시 강서구 강서로 391,,
썬마이야르,서울특별시 마포구 대흥로 82,베이커리,
썸모어,서울특별시 마포구 동교로51길 131,,
썸타는여행,서울특별시 마포구 연남로 4-1,,
쎄리네찜닭,서울특별시 마포구 와우산로18길 15,찜닭,"간장찜닭(소 (2인)): 24,000원; 간장찜닭(중 (3~4인)): 32,000원; 간장찜닭(대 (4~5인)): 45,000원; 누룽지볶음밥: 찜닭을 드신 후 남은 소스에 비벼먹는 밥; 마라찜닭(소 (2인)): 26,000원"
쎄븐일레븐 광흥창역점,서울특별시 마포구 창전로 64,,
쎄싸,서울특별시 마포구 동교로51길 109,식료품,
쏘굿홍대소고기무한리필,서울특별시 마포구 양화로 100-15,,
쏘크라테스,서울특별시 마포구 독막로38길 22,,
쏘핫마라탕마라샹궈,서울특별시 마포구 매봉산로2길 15,,
실로또상수,서울특별시 마포구 독막로19길 42-12,이탈리아음식,
실로암김밥,서울특별시 마포구 성지1길 10,,
실일식,서울특별시 마포구 월드컵북로58길 10,일식당,
심야섭식당,서울특별시 마포구 성지3길 22,,
심양,서울특별시 마포구 독막로9길 43,,
심쿠키,서울특별시 마포구 도화2길 20,"카페,디저트",
심플리타이 합정점,서울특별시 마포구 양화로6길 57,태국음식,"팟타이꿍: 12,000원; 똠양꿍: 18,000원; 뿌팟퐁커리: 29,000원; 텃만꿍: 19,000원; 랍무: 18,000원"
싱그루맛집,서울특별시 마포구 성미산로 101,한식,"부대찌개: 10,000원"
싸다김밥 마포역점,서울특별시 마포구 마포대로 53,분식,"싸다김밥: 3,500원; 찜닭덮밥: 8,500원; 국물떡볶이: 5,500원; 납작만두: 6,000원; 떡왕만두국: 8,000원; 즉석우동: 5,500원; 소불고기덮밥: 8,500원; 해물볶음밥: 7,500원; 물(비빔)냉면: 7,000원; 김치찌개: 7,000원; 돈까스: 8,500원"
싸다김밥 망원역점,서울특별시 마포구 월드컵로 89,분식,"싸다김밥: 3,500원"
싸다김밥 애오개역점,서울특별시 마포구 마포대로 182,분식,
싸다김밥 홍대역점,서울특별시 마포구 양화로 114,분식,"싸다김밥: 3,500원"
싸리골,서울특별시 마포구 홍익로5길 51,한식,"능이오리백숙: 75,000원; 능이닭백숙: 70,000원; 삼겹살: 15,000원; 오리탕: 60,000원; 옻닭: 60,000원; 옻오리: 65,000원; 한방닭백숙: 55,000원; 한방오리: 60,000원; 제육볶음: 25,000원; 제육정식(2인이상): 평일 오후3시까지; 김치찌개(2인이상): 8,000원; 된장찌개(2인이상): 7,000원; 모두부: 6,000원; 감자전: 10,000원; 김치전: 10,000원"
싸움의고수홍대입구역점,서울특별시 마포구 양화로 161,"족발,보쌈",1인보쌈 M: 특제 한방 육수와 솥에서 푸욱 삶아낸 보쌈; 1인족발 M: 진한 육수에 삶은 깊은 맛의 족발; 1인삼겹살 M: 즉석으로 야채와 함께 구워낸 1인 맞춤 삼겹살; 명란마요족발 덮밥 M: 고소한 쌀밥 위에 족발을 올리고 파채와 함께 명란마요소스를 올린 덮밥; 마라족발 덮밥 M: 고소한 쌀밥 위에 족발을 올리고 파채와 함께 마라소스를 올린 덮밥; 명란마요보쌈 덮밥 M: 고소한 쌀밥 위에 보쌈을 올리고 파채와 함께 명란마요소스를 올린 덮밥; 마라보쌈 덮밥 M: 고소한 쌀밥 위에 보쌈을 올리고 파채와 함께 마라소스를 올린 덮밥; 1인대패삼겹살 M: 즉석으로 야채와 함께 구워낸 1인 맞춤 대패 삼겹살; 마라족발 M: 진한 육수에 삶은 깊은 맛의 족발 위에 마라소스를 얹은 마라족발; 마라보쌈 M: 특제 한방 육수와 솥에서 푸욱 삶아낸 보쌈 위에 마라소스를 얹은 마라보쌈; 1인보족 XL: 혼자 보쌈과 족발 둘 다 먹고 싶을 때 고민을 해결 할 수 있는 1인보/족; 데리야끼대패 덮밥 M: 고소한 쌀밥 위에 대패삼겹살을 야채와 데리야끼소스를 넣고 볶아낸 덮밥; 싸움대패 덮밥 M: 고소한 쌀밥 위에 대패 삼겹살을 야채와 싸움소스를 볶아 매콤한 불맛을 살린 덮밥; 데리야끼족발 덮밥 M: 고소한 쌀밥 위에 족발을 올리고 파채와 함께 데리야끼소스를 올린 덮밥; 싸움족발 덮밥 M: 고소한 쌀밥 위에 족발을 올리고 파채와 함께 싸움소스를 올린 덮밥
쌀국수집이야 마포점,서울특별시 마포구 와우산로29길 30,베트남음식,양지 쌀국수: 어무니가 장조림 만드려고 찢어둔 양지 훔쳐 만든 쌀국수
쌀로만든,서울특별시 마포구 동교로 75,호두과자,
쌀통에 퐁닭(쌀퐁닭),서울특별시 마포구 백범로 8,,
쌈 싸먹는 민족,서울특별시 마포구 월드컵로19길 24,한식,
쌉(SAAP)연남,서울특별시 마포구 성미산로 184,,
쌍마막회,서울특별시 마포구 토정로 257,생선회,"단품-막회(2인): 막회와 야채만나오는 단품메뉴입니다.; 단품-막회 3인: 막회와 야채만나오는 막회3인 단품메뉴입니다.; 회덮밥1인: 점심메뉴; 알탕1인: 점심메뉴; 생대구탕1인: 점심메뉴; 고등어구이 1인: 점심메뉴; 도다리세꼬시: 봄도다리 세꼬시; (제철메뉴)도다리쑥국: 15,000원; 회백반: 숙성회+알탕+계란후라이+생선전 이나오는 백반메뉴; 모듬회 2인-단품: 2~3인; 모듬회 3인-단품: 3~4인; 우럭,광어 2인 - 단품: 우럭+광어(중)=45,000 두가지 포함하셔도 금액은 동일합니다.; 우럭,광어 3인-단품: 우럭+광어(대)=55,000 두가지 포함하셔도 금액은 동일합니다.; 멍게물회: 15,000원; 생선물회: 15,000원"
쌍팔반점마포공덕점,서울특별시 마포구 숭문길 30,,
써니랜드,서울특별시 마포구 월드컵북로12안길 78,노래방,
썬더볼드 마포점,서울특별시 마포구 백범로 13,,
신촌즉석생우동,서울특별시 마포구 대흥로 38,"우동,소바","신촌우동: 7,000원; 오뎅우동: 7,500원; 유부우동: 7,500원; 김치얼큰우동: 7,500원; 돈까스: 9,000원; 치즈돈까스: 9,500원; 고구마치즈돈까스: 9,500원"
신촌통닭,서울특별시 마포구 신촌로 108,"백숙,삼계탕","산삼배양근누룽지삼계탕: 17,000원; 능이버섯삼계탕: 20,000원; 묵은지닭도리탕 중: 28,000원; 묵은지닭도리탕 대: 38,000원; 영양삼계탕: 15,000원; 전기통닭구이: 18,000원; 삼채닭한마리 대: 38,000원; 삼채닭한마리 중: 28,000원; 유황닭한마리 대: 35,000원; 유황닭한마리 중: 25,000원; 닭볶음탕 대: 35,000원; 닭볶음탕 중: 25,000원"
신촌풍천장어,서울특별시 마포구 신촌로18길 19-5,"장어,먹장어요리",
신한국통닭 망원점,서울특별시 마포구 월드컵로13길 50,,
신화루,서울특별시 마포구 방울내로 63,중식당,"탕수육+짜장: 18,000원; 탕수육+해물쟁반짜장1: 19,000원; 탕수육+짜장2: 21,000원; 탕수육+해물쟁반짜장2: 24,000원; 닭고기탕수육+짜장2: 26,000원; 사천탕수육+해물쟁반짜장2: 27,000원; 깐풍육+해물쟁반짜장2: 27,000원; 깐풍두부+짜장2: 28,000원; 양장피+짜장2: 31,000원; 깐풍기+짜장2: 28,000원; 고추잡채+해물쟁반짜장2: 31,000원; 깐쇼새우+해물쟁반짜장2: 37,000원; 유산슬+해물쟁반짜장2: 37,000원"
신흥부전,서울특별시 마포구 매봉산로2길 25,"전,빈대떡","흥부전세트(모듬전+골뱅이무침): 48,000원; 놀부전세트(모듬전+오징어무침): 46,000원; 춘향전세트(모듬전+도토리무침): 42,000원; 모듬전: 34,000원; 굴전(계절): 21,000원; 해물파전: 17,000원; 해물부추전: 16,000원; 감자전: 16,000원; 김치전: 14,000원; 동태전: 16,000원; 동그랑땡: 16,000원; 고추전: 16,000원; 깻잎전: 16,000원; 골뱅이소면무침: 20,000원; 오징어무침: 20,000원"
도깨비 베이커리,서울특별시 강서구 마곡중앙6로 16,베이커리,"마늘빵: 최고 인기메뉴빵 진한 마늘소스가 빵 사이사이 스며있는 촉촉하고 부드러운 식감의마늘빵; 베이글 샌드위치: 6,000원; 소금빵: 크리피한 바삭함에 촉촉한 빵속의 부드러움이 환상; 과일브리오슈1ps: 5,800원; 치즈브리오슈: 타피오카를 넣어 속이 쫀득쫀득한 치즈 식빵 위에 뿌려진 달콤하고 고소한 견과류 토핑이 일품; 바질토마토: 바질 페스토.절인 토마토.크림치즈.블랙올리브의 완벽한 조합; 로쉘쿠키: 코코넛쿠키; 슈크림: 크림도 직접 끓입니다; 단팥빵: 우유랑 먹으면 꿀맛; 미니크림치즈1개: 차갑게 먹으면 더욱 맛있는 미니 크림치즈케이크; 치즈스콘1ea: 담백한 스콘; 에그타르트: 부드러운 식감; 호두타르트: 인생 호두 타르트입니다; 소보루 소금빵: 달콤.바삭.짭짤; 에그토스트: 한끼식사로 충분"
레드웍868,서울특별시 강서구 마곡중앙6로 16,중식당,"가지덮밥: 굴소스로 맛을낸 부드러운 가지요리 덮밥; 삼선중화냉면: 고급해산물이 어우러진 새콤,달콤,매콤한 중식냉면; 짜장면/간(10,0)/삼선(10,0): 면파워같은 첨가제가 없고 연근가루로 맛과 쫄깃함을 더했습니다; 삼선짬뽕: 고급해산물과 야채로 맛을낸 매콤한 면요리; 차돌삼선짬뽕: 차돌과 고급해산물 야채로 맛을낸 매운 면요리; 차돌마라탕면: 사천식 마라소스로 맛을낸 차돌 면요리; 삼선볶음짬뽕: 고급해산물과 야채를 두반장 굴소스로 볶아낸 매콤한 요리; 사천식파스타: 프리미엄 해물 볶음 매운파스타; 볶음짜장면: 프리미엄 해물 볶음 짜장면; 게살볶음밥: 게살과 야채를 가미한 볶음밥; 홍쇼우포크덮밥: 오겹살을 굴소스와 간장으로 조리하여 맛을낸 덮밥; 깐풍두부샐러드: 고소한 고마다레 소스 깐풍 두부샐러드; 유린기 대(29,0)/소(19,0): 새콤,달콤 약간매운 닭고기 요리; 마라샹궈: 해산물,야채,닭모래집 등을 사천소스로 볶음요리; 어향가지새우: 다진 새우를 가지속에 채워 어향소스로 맛을낸 요리"
GS25 가양글로벌점,서울특별시 강서구 화곡로72길 62,편의점,
던킨도너츠 신방화역점,서울특별시 강서구 마곡중앙6로 16,도넛,
마곡광안리,서울특별시 강서구 마곡중앙6로 16,생선회,
원마산아구찜,서울특별시 강서구 마곡중앙6로 16,,
서 쉐프 퀴진(Seo chef cuisine),서울특별시 강서구 마곡중앙6로 16,,
담소소사골순대육개장 마곡3호점,서울특별시 강서구 마곡중앙6로 16,,
본죽&비빔밥cafe(마곡역점),서울특별시 강서구 마곡중앙6로 16,,
이마트24 마곡GMG타워점,서울특별시 강서구 마곡중앙6로 16,,
차돌그릴,서울특별시 강서구 마곡중앙6로 16,,
리얼그릭 마곡점,서울특별시 강서구 마곡중앙6로 16,,
고71집,서울특별시 강서구 마곡중앙6로 16,돼지고기구이,
치킨사냥 마곡역점,서울특별시 강서구 마곡중앙6로 16,,
프레베리,서울특별시 강서구 마곡중앙6로 16,,
록갈비 마곡점,서울특별시 강서구 마곡중앙6로 16,"육류,고기요리",
부대옥 마곡직영점,서울특별시 강서구 마곡중앙6로 16,"찌개,전골",
어달스시,서울특별시 강서구 마곡중앙6로 16,,
